Año=2019;  Mes=1;  Dia=1;  Camas disponibles=5
Año=2020;  Mes=3;  Dia=26;  Camas disponibles=295
Año=2020;  Mes=3;  Dia=27;  Camas disponibles=179
Año=2020;  Mes=3;  Dia=28;  Camas disponibles=127
Año=2020;  Mes=3;  Dia=29;  Camas disponibles=521
Año=2020;  Mes=3;  Dia=30;  Camas disponibles=49
Año=2020;  Mes=3;  Dia=31;  Camas disponibles=39
Año=2020;  Mes=4;  Dia=1;  Camas disponibles=103
Año=2020;  Mes=4;  Dia=2;  Camas disponibles=240
Año=2020;  Mes=4;  Dia=3;  Camas disponibles=302
Año=2020;  Mes=4;  Dia=4;  Camas disponibles=422
Año=2020;  Mes=4;  Dia=5;  Camas disponibles=168
Año=2020;  Mes=4;  Dia=6;  Camas disponibles=19
Año=2020;  Mes=4;  Dia=7;  Camas disponibles=702
Año=2020;  Mes=4;  Dia=8;  Camas disponibles=324
Año=2020;  Mes=4;  Dia=9;  Camas disponibles=74
Año=2020;  Mes=4;  Dia=10;  Camas disponibles=249
Año=2020;  Mes=4;  Dia=11;  Camas disponibles=42
Año=2020;  Mes=4;  Dia=12;  Camas disponibles=640
Año=2020;  Mes=4;  Dia=13;  Camas disponibles=105
Año=2020;  Mes=4;  Dia=14;  Camas disponibles=230
Año=2020;  Mes=4;  Dia=15;  Camas disponibles=15
Año=2020;  Mes=4;  Dia=16;  Camas disponibles=168
Año=2020;  Mes=4;  Dia=17;  Camas disponibles=657
Año=2020;  Mes=4;  Dia=18;  Camas disponibles=184
Año=2020;  Mes=4;  Dia=19;  Camas disponibles=387
Año=2020;  Mes=4;  Dia=20;  Camas disponibles=82
Año=2020;  Mes=4;  Dia=21;  Camas disponibles=19
Año=2020;  Mes=4;  Dia=22;  Camas disponibles=625
Año=2020;  Mes=4;  Dia=23;  Camas disponibles=19
Año=2020;  Mes=4;  Dia=24;  Camas disponibles=147
Año=2020;  Mes=4;  Dia=25;  Camas disponibles=554
Año=2020;  Mes=4;  Dia=26;  Camas disponibles=28
Año=2020;  Mes=4;  Dia=27;  Camas disponibles=210
Año=2020;  Mes=4;  Dia=28;  Camas disponibles=130
Año=2020;  Mes=4;  Dia=29;  Camas disponibles=86
Año=2020;  Mes=4;  Dia=30;  Camas disponibles=183
Año=2020;  Mes=5;  Dia=1;  Camas disponibles=138
Año=2020;  Mes=5;  Dia=2;  Camas disponibles=190
Año=2020;  Mes=5;  Dia=3;  Camas disponibles=533
Año=2020;  Mes=5;  Dia=4;  Camas disponibles=88
Año=2020;  Mes=5;  Dia=5;  Camas disponibles=50
Año=2020;  Mes=5;  Dia=6;  Camas disponibles=126
Año=2020;  Mes=5;  Dia=7;  Camas disponibles=643
Año=2020;  Mes=5;  Dia=8;  Camas disponibles=215
Año=2020;  Mes=5;  Dia=9;  Camas disponibles=735
Año=2020;  Mes=5;  Dia=10;  Camas disponibles=378
Año=2020;  Mes=5;  Dia=11;  Camas disponibles=320
Año=2020;  Mes=5;  Dia=12;  Camas disponibles=179
Año=2020;  Mes=5;  Dia=13;  Camas disponibles=176
Año=2020;  Mes=5;  Dia=14;  Camas disponibles=229
Año=2020;  Mes=5;  Dia=15;  Camas disponibles=237
Año=2020;  Mes=5;  Dia=16;  Camas disponibles=688
Año=2020;  Mes=5;  Dia=17;  Camas disponibles=532
Año=2020;  Mes=5;  Dia=18;  Camas disponibles=229
Año=2020;  Mes=5;  Dia=19;  Camas disponibles=658
Año=2020;  Mes=5;  Dia=20;  Camas disponibles=652
Año=2020;  Mes=5;  Dia=21;  Camas disponibles=197
Año=2020;  Mes=5;  Dia=22;  Camas disponibles=53
Año=2020;  Mes=5;  Dia=23;  Camas disponibles=668
Año=2020;  Mes=5;  Dia=24;  Camas disponibles=326
Año=2020;  Mes=5;  Dia=25;  Camas disponibles=124
Año=2020;  Mes=5;  Dia=26;  Camas disponibles=33
Año=2020;  Mes=5;  Dia=27;  Camas disponibles=274
Año=2020;  Mes=5;  Dia=28;  Camas disponibles=137
Año=2020;  Mes=5;  Dia=29;  Camas disponibles=34
Año=2020;  Mes=5;  Dia=30;  Camas disponibles=25
Año=2020;  Mes=5;  Dia=31;  Camas disponibles=135
Año=2020;  Mes=6;  Dia=1;  Camas disponibles=629
Año=2020;  Mes=6;  Dia=2;  Camas disponibles=544
Año=2020;  Mes=6;  Dia=3;  Camas disponibles=70
Año=2020;  Mes=6;  Dia=4;  Camas disponibles=82
Año=2020;  Mes=6;  Dia=5;  Camas disponibles=286
Año=2020;  Mes=6;  Dia=6;  Camas disponibles=542
Año=2020;  Mes=6;  Dia=7;  Camas disponibles=182
Año=2020;  Mes=6;  Dia=8;  Camas disponibles=98
Año=2020;  Mes=6;  Dia=9;  Camas disponibles=406
Año=2020;  Mes=6;  Dia=10;  Camas disponibles=543
Año=2020;  Mes=6;  Dia=11;  Camas disponibles=2
Año=2020;  Mes=6;  Dia=12;  Camas disponibles=318
Año=2020;  Mes=6;  Dia=13;  Camas disponibles=193
Año=2020;  Mes=6;  Dia=14;  Camas disponibles=592
Año=2020;  Mes=6;  Dia=15;  Camas disponibles=153
Año=2020;  Mes=6;  Dia=16;  Camas disponibles=42
Año=2020;  Mes=6;  Dia=17;  Camas disponibles=454
Año=2020;  Mes=6;  Dia=18;  Camas disponibles=489
Año=2020;  Mes=6;  Dia=19;  Camas disponibles=385
Año=2020;  Mes=6;  Dia=20;  Camas disponibles=229
Año=2020;  Mes=6;  Dia=21;  Camas disponibles=84
Año=2020;  Mes=6;  Dia=22;  Camas disponibles=339
Año=2020;  Mes=6;  Dia=23;  Camas disponibles=340
Año=2020;  Mes=6;  Dia=24;  Camas disponibles=46
Año=2020;  Mes=6;  Dia=25;  Camas disponibles=179
Año=2020;  Mes=6;  Dia=26;  Camas disponibles=482
Año=2020;  Mes=6;  Dia=27;  Camas disponibles=161
Año=2020;  Mes=6;  Dia=28;  Camas disponibles=301
Año=2020;  Mes=6;  Dia=29;  Camas disponibles=631
Año=2020;  Mes=6;  Dia=30;  Camas disponibles=143
Año=2020;  Mes=7;  Dia=1;  Camas disponibles=468
Año=2020;  Mes=7;  Dia=2;  Camas disponibles=449
Año=2020;  Mes=7;  Dia=3;  Camas disponibles=388
Año=2020;  Mes=7;  Dia=4;  Camas disponibles=343
Año=2020;  Mes=7;  Dia=5;  Camas disponibles=24
Año=2020;  Mes=7;  Dia=6;  Camas disponibles=649
Año=2020;  Mes=7;  Dia=7;  Camas disponibles=269
Año=2020;  Mes=7;  Dia=8;  Camas disponibles=69
Año=2020;  Mes=7;  Dia=9;  Camas disponibles=387
Año=2020;  Mes=7;  Dia=10;  Camas disponibles=164
Año=2020;  Mes=7;  Dia=11;  Camas disponibles=208
Año=2020;  Mes=7;  Dia=12;  Camas disponibles=26
Año=2020;  Mes=7;  Dia=13;  Camas disponibles=133
Año=2020;  Mes=7;  Dia=14;  Camas disponibles=252
Año=2020;  Mes=7;  Dia=15;  Camas disponibles=374
Año=2020;  Mes=7;  Dia=16;  Camas disponibles=503
Año=2020;  Mes=7;  Dia=17;  Camas disponibles=27
Año=2020;  Mes=7;  Dia=18;  Camas disponibles=205
Año=2020;  Mes=7;  Dia=19;  Camas disponibles=167
Año=2020;  Mes=7;  Dia=20;  Camas disponibles=711
Año=2020;  Mes=7;  Dia=21;  Camas disponibles=14
Año=2020;  Mes=7;  Dia=22;  Camas disponibles=175
Año=2020;  Mes=7;  Dia=23;  Camas disponibles=125
Año=2020;  Mes=7;  Dia=24;  Camas disponibles=287
Año=2020;  Mes=7;  Dia=25;  Camas disponibles=183
Año=2020;  Mes=7;  Dia=26;  Camas disponibles=224
Año=2020;  Mes=7;  Dia=27;  Camas disponibles=389
Año=2020;  Mes=7;  Dia=28;  Camas disponibles=653
Año=2020;  Mes=7;  Dia=29;  Camas disponibles=290
Año=2020;  Mes=7;  Dia=30;  Camas disponibles=202
Año=2020;  Mes=7;  Dia=31;  Camas disponibles=488
Año=2020;  Mes=8;  Dia=1;  Camas disponibles=339
Año=2020;  Mes=8;  Dia=2;  Camas disponibles=371
Año=2020;  Mes=8;  Dia=3;  Camas disponibles=445
Año=2020;  Mes=8;  Dia=4;  Camas disponibles=172
Año=2020;  Mes=8;  Dia=5;  Camas disponibles=404
Año=2020;  Mes=8;  Dia=6;  Camas disponibles=268
Año=2020;  Mes=8;  Dia=7;  Camas disponibles=37
Año=2020;  Mes=8;  Dia=8;  Camas disponibles=265
Año=2020;  Mes=8;  Dia=9;  Camas disponibles=421
Año=2020;  Mes=8;  Dia=10;  Camas disponibles=102
Año=2020;  Mes=8;  Dia=11;  Camas disponibles=113
Año=2020;  Mes=8;  Dia=12;  Camas disponibles=164
Año=2020;  Mes=8;  Dia=13;  Camas disponibles=267
Año=2020;  Mes=8;  Dia=14;  Camas disponibles=407
Año=2020;  Mes=8;  Dia=15;  Camas disponibles=71
Año=2020;  Mes=8;  Dia=16;  Camas disponibles=110
Año=2020;  Mes=8;  Dia=17;  Camas disponibles=84
Año=2020;  Mes=8;  Dia=18;  Camas disponibles=115
Año=2020;  Mes=8;  Dia=19;  Camas disponibles=4
Año=2020;  Mes=8;  Dia=20;  Camas disponibles=62
Año=2020;  Mes=8;  Dia=21;  Camas disponibles=481
Año=2020;  Mes=8;  Dia=22;  Camas disponibles=157
Año=2020;  Mes=8;  Dia=23;  Camas disponibles=669
Año=2020;  Mes=8;  Dia=24;  Camas disponibles=255
Año=2020;  Mes=8;  Dia=25;  Camas disponibles=96
Año=2020;  Mes=8;  Dia=26;  Camas disponibles=278
Año=2020;  Mes=8;  Dia=27;  Camas disponibles=715
Año=2020;  Mes=8;  Dia=28;  Camas disponibles=88
Año=2020;  Mes=8;  Dia=29;  Camas disponibles=174
Año=2020;  Mes=8;  Dia=30;  Camas disponibles=391
Año=2020;  Mes=8;  Dia=31;  Camas disponibles=83
Año=2020;  Mes=9;  Dia=1;  Camas disponibles=166
Año=2020;  Mes=9;  Dia=2;  Camas disponibles=258
Año=2020;  Mes=9;  Dia=3;  Camas disponibles=545
Año=2020;  Mes=9;  Dia=4;  Camas disponibles=254
Año=2020;  Mes=9;  Dia=5;  Camas disponibles=404
Año=2020;  Mes=9;  Dia=6;  Camas disponibles=4
Año=2020;  Mes=9;  Dia=7;  Camas disponibles=355
Año=2020;  Mes=9;  Dia=8;  Camas disponibles=39
Año=2020;  Mes=9;  Dia=9;  Camas disponibles=275
Año=2020;  Mes=9;  Dia=10;  Camas disponibles=347
Año=2020;  Mes=9;  Dia=11;  Camas disponibles=363
Año=2020;  Mes=9;  Dia=12;  Camas disponibles=246
Año=2020;  Mes=9;  Dia=13;  Camas disponibles=194
Año=2020;  Mes=9;  Dia=14;  Camas disponibles=55
Año=2020;  Mes=9;  Dia=15;  Camas disponibles=237
Año=2020;  Mes=9;  Dia=16;  Camas disponibles=94
Año=2020;  Mes=9;  Dia=17;  Camas disponibles=207
Año=2020;  Mes=9;  Dia=18;  Camas disponibles=798
Año=2020;  Mes=9;  Dia=19;  Camas disponibles=56
Año=2020;  Mes=9;  Dia=20;  Camas disponibles=244
Año=2020;  Mes=9;  Dia=21;  Camas disponibles=452
Año=2020;  Mes=9;  Dia=22;  Camas disponibles=239
Año=2020;  Mes=9;  Dia=23;  Camas disponibles=465
Año=2020;  Mes=9;  Dia=24;  Camas disponibles=77
Año=2020;  Mes=9;  Dia=25;  Camas disponibles=86
Año=2020;  Mes=9;  Dia=26;  Camas disponibles=612
Año=2020;  Mes=9;  Dia=27;  Camas disponibles=180
Año=2020;  Mes=9;  Dia=28;  Camas disponibles=195
Año=2020;  Mes=9;  Dia=29;  Camas disponibles=692
Año=2020;  Mes=9;  Dia=30;  Camas disponibles=216
Año=2020;  Mes=10;  Dia=1;  Camas disponibles=748
Año=2020;  Mes=10;  Dia=2;  Camas disponibles=531
Año=2020;  Mes=10;  Dia=3;  Camas disponibles=606
Año=2020;  Mes=10;  Dia=4;  Camas disponibles=246
Año=2020;  Mes=10;  Dia=5;  Camas disponibles=195
Año=2020;  Mes=10;  Dia=6;  Camas disponibles=366
Año=2020;  Mes=10;  Dia=7;  Camas disponibles=0
Año=2020;  Mes=10;  Dia=8;  Camas disponibles=156
Año=2020;  Mes=10;  Dia=9;  Camas disponibles=23
Año=2020;  Mes=10;  Dia=10;  Camas disponibles=354
Año=2020;  Mes=10;  Dia=11;  Camas disponibles=23
Año=2020;  Mes=10;  Dia=12;  Camas disponibles=142
Año=2020;  Mes=10;  Dia=13;  Camas disponibles=216
Año=2020;  Mes=10;  Dia=14;  Camas disponibles=537
Año=2020;  Mes=10;  Dia=15;  Camas disponibles=478
Año=2020;  Mes=10;  Dia=16;  Camas disponibles=479
Año=2020;  Mes=10;  Dia=17;  Camas disponibles=366
Año=2020;  Mes=10;  Dia=18;  Camas disponibles=24
Año=2020;  Mes=10;  Dia=19;  Camas disponibles=184
Año=2020;  Mes=10;  Dia=20;  Camas disponibles=191
Año=2020;  Mes=10;  Dia=21;  Camas disponibles=365
Año=2020;  Mes=10;  Dia=22;  Camas disponibles=210
Año=2020;  Mes=10;  Dia=23;  Camas disponibles=398
Año=2020;  Mes=10;  Dia=24;  Camas disponibles=176
Año=2020;  Mes=10;  Dia=25;  Camas disponibles=294
Año=2020;  Mes=10;  Dia=26;  Camas disponibles=94
Año=2020;  Mes=10;  Dia=27;  Camas disponibles=246
Año=2020;  Mes=10;  Dia=28;  Camas disponibles=245
Año=2020;  Mes=10;  Dia=29;  Camas disponibles=28
Año=2020;  Mes=10;  Dia=30;  Camas disponibles=158
Año=2020;  Mes=10;  Dia=31;  Camas disponibles=186
Año=2020;  Mes=11;  Dia=1;  Camas disponibles=420
Año=2020;  Mes=11;  Dia=2;  Camas disponibles=189
Año=2020;  Mes=11;  Dia=3;  Camas disponibles=34
Año=2020;  Mes=11;  Dia=4;  Camas disponibles=32
Año=2020;  Mes=11;  Dia=5;  Camas disponibles=230
Año=2020;  Mes=11;  Dia=6;  Camas disponibles=701
Año=2020;  Mes=11;  Dia=7;  Camas disponibles=520
Año=2020;  Mes=11;  Dia=8;  Camas disponibles=809
Año=2020;  Mes=11;  Dia=9;  Camas disponibles=40
Año=2020;  Mes=11;  Dia=10;  Camas disponibles=205
Año=2020;  Mes=11;  Dia=11;  Camas disponibles=189
Año=2020;  Mes=11;  Dia=12;  Camas disponibles=32
Año=2020;  Mes=11;  Dia=13;  Camas disponibles=509
Año=2020;  Mes=11;  Dia=14;  Camas disponibles=163
Año=2020;  Mes=11;  Dia=15;  Camas disponibles=377
Año=2020;  Mes=11;  Dia=16;  Camas disponibles=185
Año=2020;  Mes=11;  Dia=17;  Camas disponibles=178
Año=2020;  Mes=11;  Dia=18;  Camas disponibles=188
Año=2020;  Mes=11;  Dia=19;  Camas disponibles=527
Año=2020;  Mes=11;  Dia=20;  Camas disponibles=686
Año=2020;  Mes=11;  Dia=21;  Camas disponibles=665
Año=2020;  Mes=11;  Dia=22;  Camas disponibles=374
Año=2020;  Mes=11;  Dia=23;  Camas disponibles=212
Año=2020;  Mes=11;  Dia=24;  Camas disponibles=115
Año=2020;  Mes=11;  Dia=25;  Camas disponibles=403
Año=2020;  Mes=11;  Dia=26;  Camas disponibles=209
Año=2020;  Mes=11;  Dia=27;  Camas disponibles=173
Año=2020;  Mes=11;  Dia=28;  Camas disponibles=373
Año=2020;  Mes=11;  Dia=29;  Camas disponibles=647
Año=2020;  Mes=11;  Dia=30;  Camas disponibles=641
Año=2020;  Mes=12;  Dia=1;  Camas disponibles=439
Año=2020;  Mes=12;  Dia=2;  Camas disponibles=85
Año=2020;  Mes=12;  Dia=3;  Camas disponibles=115
Año=2020;  Mes=12;  Dia=4;  Camas disponibles=256
Año=2020;  Mes=12;  Dia=5;  Camas disponibles=545
Año=2020;  Mes=12;  Dia=6;  Camas disponibles=15
Año=2020;  Mes=12;  Dia=7;  Camas disponibles=100
Año=2020;  Mes=12;  Dia=8;  Camas disponibles=764
Año=2020;  Mes=12;  Dia=9;  Camas disponibles=225
Año=2020;  Mes=12;  Dia=10;  Camas disponibles=317
Año=2020;  Mes=12;  Dia=11;  Camas disponibles=504
Año=2020;  Mes=12;  Dia=12;  Camas disponibles=181
Año=2020;  Mes=12;  Dia=13;  Camas disponibles=186
Año=2020;  Mes=12;  Dia=14;  Camas disponibles=125
Año=2020;  Mes=12;  Dia=15;  Camas disponibles=244
Año=2020;  Mes=12;  Dia=16;  Camas disponibles=103
Año=2020;  Mes=12;  Dia=17;  Camas disponibles=407
Año=2020;  Mes=12;  Dia=18;  Camas disponibles=393
Año=2020;  Mes=12;  Dia=19;  Camas disponibles=400
Año=2020;  Mes=12;  Dia=20;  Camas disponibles=381
Año=2020;  Mes=12;  Dia=21;  Camas disponibles=330
Año=2020;  Mes=12;  Dia=22;  Camas disponibles=176
Año=2020;  Mes=12;  Dia=23;  Camas disponibles=231
Año=2020;  Mes=12;  Dia=24;  Camas disponibles=80
Año=2020;  Mes=12;  Dia=25;  Camas disponibles=312
Año=2020;  Mes=12;  Dia=26;  Camas disponibles=464
Año=2020;  Mes=12;  Dia=27;  Camas disponibles=12
Año=2020;  Mes=12;  Dia=28;  Camas disponibles=75
Año=2020;  Mes=12;  Dia=29;  Camas disponibles=42
Año=2020;  Mes=12;  Dia=30;  Camas disponibles=3
Año=2020;  Mes=12;  Dia=31;  Camas disponibles=125
Año=0;  Mes=0;  Dia=0;  Camas disponibles=0
